Year,Make,Model,Engine,Viscosity,Capacity
2004,Chrysler,SEBRING,2.7L 6 -cyl Engine Code [R] EER 1,10W-30 (Above -29),5 quarts. . . (with filter)After refill check oil level.
2004,Chrysler,SEBRING,2.7L 6 -cyl Engine Code [T] 2 Flex,10W-30 (Above -29),5 quarts. . . (with filter)After refill check oil level.
2004,Chrysler,SEBRING,3.0L 6 -cyl Engine Code [H] H,10W-30 (Above -18),4.5 quarts. . . (with filter)After refill check oil level.
2004,Chrysler,SEBRING COUPE 2 DOOR,2.4L 4 -cyl Engine Code [G] W,10W-30 (Above -18),4.5 quarts. . . (with filter)After refill check oil level.
2004,Chrysler,TOWN AND COUNTRY,3.3L 6 -cyl Engine Code [R] R,10W-30 (Above -29),5 quarts. . . (with filter)After refill check oil level.
2004,Chrysler,TOWN AND COUNTRY,3.8L 6 -cyl Engine Code [L] L,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,CARAVAN,2.4L 4 -cyl Engine Code [B] B,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,CARAVAN,3.3L 6 -cyl Engine Code [E] EGM E Flex,5W-20 (All TEMPS),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,CARAVAN,3.3L 6 -cyl Engine Code [R] R,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,GRAND CARAVAN,3.3L 6 -cyl Engine Code [R] R,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,GRAND CARAVAN,3.8L 6 -cyl Engine Code [L] L,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,INTREPID,2.7L 6 -cyl Engine Code [R] EER U,10W-30 (Above -29),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,INTREPID,3.5L 6 -cyl Engine Code [G] SOHC T,10W-30 (Above -29),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,INTREPID,3.5L 6 -cyl Engine Code [M] M,10W-30 (Above -29),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,INTREPID,3.5L 6 -cyl Engine Code [V] V,10W-30 (Above -29),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,NEON,2.0L 4 -cyl Engine Code [C] SOHC C,10W-30 (Above -18),4.5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,NEON,2.0L 4 -cyl Engine Code [F] F,10W-30 (Above -18),4.5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,NEON,2.4L 4 -cyl Engine Code [S] S Turbo,10W-30 (Above -18),5.1 quarts. . . (with filter)After refill check oil level.
2004,Dodge,STRATUS,2.4L 4 -cyl Engine Code [G] W,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,STRATUS,2.4L 4 -cyl Engine Code [J] J,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,STRATUS,2.4L 4 -cyl Engine Code [X] EDZ X,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,STRATUS,2.7L 6 -cyl Engine Code [R] EER U,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,STRATUS,2.7L 6 -cyl Engine Code [T] 2 Flex,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,STRATUS COUPE 2 DOOR,3.0L 6 -cyl Engine Code [H] H,10W-30 (Above -18),4.5 quarts. . . (with filter)After refill check oil level.
2004,Dodge,SX 2.0,2.0L 4 -cyl Engine Code [C] SOHC C,N/A,N/A
2004,Dodge,VIPER,8.3L 10-cyl Engine Code [Z] Z,10W-30 (Above -18),11 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,DAKOTA,3.7L 6 -cyl Engine Code [K] K,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,DAKOTA,4.7L 8 -cyl Engine Code [N] N,10W-30 (Above -18),6 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,DURANGO,3.7L 6 -cyl Engine Code [K] K,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,DURANGO,4.7L 8 -cyl Engine Code [N] N,10W-30 (Above -18),5.9 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,DURANGO,5.7L 8 -cyl Engine Code [D] D,10W-30 (Above -18),7 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,RAM 1500 PICKUP,3.7L 6 -cyl Engine Code [K] K,10W-30 (Above -18),5 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,RAM 1500 PICKUP,4.7L 8 -cyl Engine Code [N] N,10W-30 (Above -18),6 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,RAM 1500 PICKUP,4.7L 8 -cyl Engine Code [P] P Flex,5W-30 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,RAM 1500 PICKUP,5.7L 8 -cyl Engine Code [D] D,10W-30 (Above -18),7 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,RAM 1500 PICKUP,8.3L 10-cyl Engine Code [H] E,0W-40 (All TEMPS),8.7 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,RAM 2500 HD PICKUP,5.7L 8 -cyl Engine Code [D] D,10W-30 (Above -18),7 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,RAM 2500 HD PICKUP,5.9L 6 -cyl Engine Code [6] 6 Diesel Turbo,15W-40 (Above -18),12 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,RAM 2500 HD PICKUP,5.9L 6 -cyl Engine Code [C] C Diesel Turbo,15W-40 (Above -18),12 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,RAM 3500 PICKUP,5.7L 8 -cyl Engine Code [D] D,10W-30 (Above -18),7 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,RAM 3500 PICKUP,5.9L 6 -cyl Engine Code [6] 6 Diesel Turbo,15W-40 (Above -18),12 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,RAM 3500 PICKUP,5.9L 6 -cyl Engine Code [C] C Diesel Turbo,15W-40 (Above -18),12 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,SPRINTER 2500,2.7L 5 -cyl Engine Code [4] 4 Diesel Turbo,"0W-30, 5W-30, 0W-40, 5W-40, 5W-50 (All TEMPS)",9.5 quarts. . . (with filter)After refill check oil level.
2004,Dodge Trucks,SPRINTER 3500,2.7L 5 -cyl Engine Code [4] 4 Diesel Turbo,"0W-30, 5W-30, 0W-40, 5W-40, 5W-50 (All TEMPS)",9.5 quarts. . . (with filter)After refill check oil level.
2004,Ford,CROWN VICTORIA,4.6L 8 -cyl Engine Code [9] 9,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2004,Ford,CROWN VICTORIA,4.6L 8 -cyl Engine Code [W] W,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2004,Ford,FOCUS,2.0L 4 -cyl Engine Code [3] 3,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2004,Ford,FOCUS,2.0L 4 -cyl Engine Code [5] 5,5W-30 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2004,Ford,FOCUS,2.0L 4 -cyl Engine Code [P] 7,5W-20 (All TEMPS),4 quarts. . . (with filter)After refill check oil level.
2004,Ford,FOCUS,2.3L 4 -cyl Engine Code [Z] T,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2004,Ford,FREESTAR,3.9L 6 -cyl Engine Code [6] 6,5W-20 (All TEMPS),5 quarts. . . (with filter)After refill check oil level.
2004,Ford,FREESTAR,4.2L 6 -cyl Engine Code [2] B,5W-20 (All TEMPS),5 quarts. . . (with filter)After refill check oil level.
2004,Ford,MUSTANG,3.8L 6 -cyl Engine Code [4] 4,5W-20 (All TEMPS),5 quarts. . . (with filter)After refill check oil level.
2004,Ford,MUSTANG,3.9L 6 -cyl Engine Code [6] 6,5W-20 (All TEMPS),5 quarts. . . (with filter)After refill check oil level.
2004,Ford,MUSTANG,4.6L 8 -cyl Engine Code [R] Q,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2004,Ford,MUSTANG,4.6L 8 -cyl Engine Code [X] R,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2004,Ford,MUSTANG,4.6L 8 -cyl Engine Code [Y] Y,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2004,Ford,TAURUS,3.0L 6 -cyl Engine Code [2] 2 Flex,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2004,Ford,TAURUS,3.0L 6 -cyl Engine Code [S] S,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2004,Ford,TAURUS,3.0L 6 -cyl Engine Code [U] U,5W-20 (All TEMPS),4.5 quarts. . . (with filter)After refill check oil level.
2004,Ford,THUNDERBIRD,3.9L 8 -cyl Engine Code [A] A,5W-20 (All TEMPS),6.6 quarts. . . (with filter)After refill check oil level.
2004,Ford Trucks,E-150 CLUB WAGON,4.6L 8 -cyl Engine Code [W] W,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E-150 CLUB WAGON,5.4L 8 -cyl Engine Code [L] L,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E-350 CLUB WAGON,5.4L 8 -cyl Engine Code [L] L,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E-350 CLUB WAGON,5.4L 8 -cyl Engine Code [M] M,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E-350 CLUB WAGON,6.0L 8 -cyl Engine Code [P] P Diesel Turbo,0W-30 (Below -18),"14.9 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E150 VAN,4.6L 8 -cyl Engine Code [W] W,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E150 VAN,5.4L 8 -cyl Engine Code [L] L,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E250 HD VAN,4.6L 8 -cyl Engine Code [W] W,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E250 HD VAN,5.4L 8 -cyl Engine Code [L] L,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E250 HD VAN,5.4L 8 -cyl Engine Code [M] M,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E350 VAN,5.4L 8 -cyl Engine Code [L] L,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E350 VAN,5.4L 8 -cyl Engine Code [M] M,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E350 VAN,6.0L 8 -cyl Engine Code [P] P Diesel Turbo,0W-30 (-29 To -18),"15 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E350 VAN,6.8L 10-cyl Engine Code [S] S,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E450 VAN,5.4L 8 -cyl Engine Code [L] L,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E450 VAN,5.4L 8 -cyl Engine Code [M] M,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,E450 VAN,6.0L 8 -cyl Engine Code [P] P Diesel Turbo,0W-30 (-29 To -18),15 quarts. . . (with filter)After refill check oil level.
2004,Ford Trucks,E450 VAN,6.8L 10-cyl Engine Code [S] S,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,ESCAPE,2.0L 4 -cyl Engine Code [B] B,5W-20 (All TEMPS),"4.5 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,ESCAPE,3.0L 6 -cyl Engine Code [1] 1,5W-20 (All TEMPS),"5.5 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,EXCURSION,5.4L 8 -cyl Engine Code [L] L,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,EXCURSION,6.0L 8 -cyl Engine Code [P] P Diesel Turbo,0W-30 (-29 To -18),"15 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,EXCURSION,6.8L 10-cyl Engine Code [S] S,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,EXPEDITION,4.6L 8 -cyl Engine Code [W] W,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2004,Ford Trucks,EXPEDITION,5.4L 8 -cyl Engine Code [L] L,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2004,Ford Trucks,EXPLORER,4.0L 6 -cyl Engine Code [E] E,5W-30 (All TEMPS),"5 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,EXPLORER,4.0L 6 -cyl Engine Code [K] K Flex,5W-30 (All TEMPS),"5 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,EXPLORER,4.6L 8 -cyl Engine Code [W] W,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,EXPLORER SPORT TRAC,4.0L 6 -cyl Engine Code [E] E,5W-30 (All TEMPS),"5 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,EXPLORER SPORT TRAC,4.0L 6 -cyl Engine Code [K] K Flex,5W-30 (All TEMPS),"5 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,F150 PICKUP,4.2L 6 -cyl Engine Code [2] 2,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,F150 PICKUP,4.6L 8 -cyl Engine Code [W] W,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,F150 PICKUP,5.4L 8 -cyl Engine Code [3] 3,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,F150 PICKUP,5.4L 8 -cyl Engine Code [5] 5,5W-20 (All TEMPS),"7 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,F150 PICKUP,5.4L 8 -cyl Engine Code [M] M,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,F150 PICKUP,5.4L 8 -cyl Engine Code [Z] Z,5W-20 (All TEMPS),6 quarts. . . (with filter)After refill check oil level.
2004,Ford Trucks,F250 HD PICKUP,5.4L 8 -cyl Engine Code [L] L,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,F250 HD PICKUP,6.0L 8 -cyl Engine Code [P] P Diesel Turbo,0W-30 (-29 To -18),"15 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,F250 HD PICKUP,6.8L 10-cyl Engine Code [S] S,5W-20 (All TEMPS),"6 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,F350 PICKUP,5.4L 8 -cyl Engine Code [L] L,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2004,Ford Trucks,F350 PICKUP,6.0L 8 -cyl Engine Code [P] P Diesel Turbo,0W-30 (-29 To -18),"15 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2004,Ford Trucks,F350 PICKUP,6.8L 10-cyl Engine Code [S] S,5W-20 (All TEMPS),7 quarts. . . (with filter)After refill check oil level.
2004,Ford Trucks,F450 PICKUP,6.0L 8 -cyl Engine Code [P] P Diesel Turbo,0W-30 (-29 To -18),"15 quarts. . . (with filter)When refilling, remove dipstick to provide adequate venting and allow oil to flow into crankcase. After refill, check oil level. Top off to proper level as needed."
2005,Acura,3.2TL,3.2L 6 -cyl Engine Code J32A3 R,"5W-20, 0W-20 (All TEMPS)",4.2 quarts. . . . w/ofAfter refill check oil level.
2005,Acura,3.5RL,3.5L 6 -cyl Engine Code J35A8 8,"5W-20, 0W-20 (All TEMPS)",4.2 quarts. . . . w/ofAfter refill check oil level.
2005,Acura,EL,1.7L 4 -cyl Engine Code D17A2 D17A1 F,5W-20 (All TEMPS),3.7 quarts. . . (with filter)After refill check oil level.
2005,Acura,MDX,3.5L 6 -cyl Engine Code J35A5 A,"5W-20, 0W-20 (All TEMPS)",4.2 quarts. . . . w/ofAfter refill check oil level.
2005,Acura,NSX,3.0L 6 -cyl Engine Code C30A1 1,10W-30 (Above -20),5.3 quarts. . . (with filter)After refill check oil level.
2005,Acura,NSX,3.2L 6 -cyl Engine Code C32B1 B,10W-30 (Above -20),5.3 quarts. . . (with filter)After refill check oil level.
